id,name,text,trans
4901034280010,はるき,『プロデューサーさん、今そっちに向かってます……！\n今、公衆電話のあたりを過ぎました……！』,『制作人，我现在正向你那边过去……！\n我刚刚经过了公用电话亭……！』
0000000000000,プロデューサー,了解。事務所で待ってるよ\nそれじゃ、気を付けて……,了解。在事务所等你\n那你路上小心……
4901034280020,はるき,『あっ、えっと……！\n夜道で怖いので、話したままで……！』,『啊，那个……！\n夜路有点害怕，所以请一直跟我说话……！』
4901034280030,はるき,『──プロデューサーさん、窓からのぞいてください\nわたしもうすぐ着きますから』,『──制作人，请从窗户看看\n我快到了』
0000000000000,プロデューサー,おう、わかった,好，知道了
0000000000000,プロデューサー,おーい……,喂……
0000000000000,プロデューサー,…………\nいない、よな？,…………\n没有人，是吧？
4901034280040,はるき,『いえ、います！\nプロデューサーさんの後ろに……！』,『不，我在呢！\n就在制作人你后面……！』
0000000000000,プロデューサー,わぁっ！,哇！
4901034280050,はるき,ふふふっ\nメリーさんなはるきでした～！！,呵呵呵\n我是“梅丽”阳希～！！
info,mypage_communications/490103428.json,,
译者,gpt-4o-2024-05-13,,
