id,name,text,trans
0000000000000,プロデューサー,…………腕の動き、綺麗だ,…………手臂的动作，很漂亮
6028003070010,はるき,ふふ……そうですか？\nいろいろ、イメージしながらで──,呵呵……是吗？\n我一边想象着各种画面——
0000000000000,プロデューサー,……描くみたいに？,……像是在画画一样？
6028003070020,はるき,──知ってますか\nプロデューサーさん,——你知道吗\n制作人
6028003070030,はるき,この世界は、線でできてないんですよ,这个世界并不是由线条组成的
6028003070040,はるき,絵にしたとき、仕方なく鉛筆や木炭を使って……\n線から始めるんです,在画画的时候，不得不使用铅笔或木炭……\n从线条开始
6028003070050,はるき,人は線を引くことでしか\n表現できないことがある──,人有时只能通过画线来表达——
0000000000000,プロデューサー,…………じゃあ\nステージの上で、はるきは────,…………那么\n在舞台上的阳希是────
6028003070060,はるき,────まずはこのステージでたくさん『見たい』です,────首先是想在这个舞台上看到很多东西
6028003070070,はるき,……生まれ変わったみたいに\nまっさらな気持ちで,……就像重生一样\n以一颗崭新的心情
info,produce_events/602800307.json,,
译者,gpt-4o-2024-05-13,,
